data,unidade,material,tipo,quantidade,responsavel
2024-11-26,Morumbi,Seringa,saida,-17.58,Jeremy
2024-11-26,Morumbi,Seringa,saida,-17.55,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.82,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.60,Jeremy
2024-11-26,Morumbi,Seringa,saida,-17.03,Jeremy
2024-11-26,Morumbi,Seringa,saida,-16.26,Jeremy
2024-11-26,Morumbi,Seringa,saida,-15.80,Jeremy
2024-12-15,Moema,Seringa,entrada,11.85,Nicole
2024-12-15,Moema,Seringa,entrada,10.83,Nicole
2024-12-15,Moema,Seringa,entrada,11.25,Nicole
2024-12-15,Moema,Seringa,entrada,10.65,Nicole
2024-12-15,Moema,Seringa,entrada,11.78,Nicole
2024-12-15,Moema,Seringa,entrada,11.24,Nicole
2024-12-15,Moema,Seringa,entrada,11.34,Nicole
2024-12-15,Moema,Seringa,entrada,10.28,Nicole
2024-12-15,Moema,Seringa,entrada,11.41,Nicole
2024-12-15,Moema,Seringa,entrada,11.08,Nicole
2025-04-24,Santo Amaro,Gaze,saida,-7.15,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-6.74,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-7.54,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-7.23,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-7.47,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-7.35,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-7.53,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-7.50,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-6.76,Matthew
2025-04-24,Santo Amaro,Gaze,saida,-6.81,Matthew
2025-01-29,Morumbi,Esparadrapo,saida,-12.19,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.21,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.43,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.24,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.11,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.70,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.92,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.71,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-12.64,Justin
2025-01-29,Morumbi,Esparadrapo,saida,-11.40,Justin
2025-02-18,Moema,Tubo,saida,-19.92,David
2025-02-18,Moema,Tubo,saida,-17.74,David
2025-02-18,Moema,Tubo,saida,-20.11,David
2025-02-18,Moema,Tubo,saida,-17.85,David
2025-02-18,Moema,Tubo,saida,-19.08,David
2025-02-18,Moema,Tubo,saida,-17.66,David
2025-02-18,Moema,Tubo,saida,-18.88,David
2025-02-18,Moema,Tubo,saida,-18.61,David
2025-02-18,Moema,Tubo,saida,-18.30,David
2025-02-18,Moema,Tubo,saida,-20.03,David
2025-05-01,Moema,Esparadrapo,saida,-9.73,Theodore
2025-05-01,Moema,Esparadrapo,saida,-9.89,Theodore
2025-05-01,Moema,Esparadrapo,saida,-9.37,Theodore
2025-05-01,Moema,Esparadrapo,saida,-10.67,Theodore
2025-05-01,Moema,Esparadrapo,saida,-10.13,Theodore
2025-05-01,Moema,Esparadrapo,saida,-9.73,Theodore
2025-05-01,Moema,Esparadrapo,saida,-9.90,Theodore
2025-05-01,Moema,Esparadrapo,saida,-10.23,Theodore
2025-05-01,Moema,Esparadrapo,saida,-10.30,Theodore
2025-05-01,Moema,Esparadrapo,saida,-10.27,Theodore
2025-03-24,Moema,Gaze,saida,-14.16,Robin
2025-03-24,Moema,Gaze,saida,-13.25,Robin
2025-03-24,Moema,Gaze,saida,-14.35,Robin
2025-03-24,Moema,Gaze,saida,-13.98,Robin
2025-03-24,Moema,Gaze,saida,-14.20,Robin
2025-03-24,Moema,Gaze,saida,-13.28,Robin
2025-03-24,Moema,Gaze,saida,-13.42,Robin
2025-03-24,Moema,Gaze,saida,-14.32,Robin
2025-03-24,Moema,Gaze,saida,-13.48,Robin
2025-03-24,Moema,Gaze,saida,-13.01,Robin
2025-03-13,Morumbi,Medicamentos,saida,-9.50,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.61,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-8.77,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.25,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-8.93,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.67,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.05,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.11,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.68,Kimberly
2025-03-13,Morumbi,Medicamentos,saida,-9.16,Kimberly
2024-12-31,Santo Amaro,Esparadrapo,saida,-2.08,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-2.06,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-2.00,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-1.90,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-1.86,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-1.88,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-2.00,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-1.84,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-1.98,Rachel
2024-12-31,Santo Amaro,Esparadrapo,saida,-1.98,Rachel
2025-02-08,Moema,Esparadrapo,saida,-9.25,Janet
2025-02-08,Moema,Esparadrapo,saida,-9.57,Janet
2025-02-08,Moema,Esparadrapo,saida,-9.92,Janet
2025-02-08,Moema,Esparadrapo,saida,-10.78,Janet
2025-02-08,Moema,Esparadrapo,saida,-9.64,Janet
2025-02-08,Moema,Esparadrapo,saida,-10.35,Janet
2025-02-08,Moema,Esparadrapo,saida,-10.54,Janet
2025-02-08,Moema,Esparadrapo,saida,-10.52,Janet
2025-02-08,Moema,Esparadrapo,saida,-9.27,Janet
2025-02-08,Moema,Esparadrapo,saida,-9.27,Janet
2025-05-15,Moema,Seringa,saida,-7.06,Ann
2025-05-15,Moema,Seringa,saida,-6.71,Ann
2025-05-15,Moema,Seringa,saida,-6.95,Ann
2025-05-15,Moema,Seringa,saida,-6.92,Ann
2025-05-15,Moema,Seringa,saida,-7.11,Ann
2025-05-15,Moema,Seringa,saida,-7.19,Ann
2025-05-15,Moema,Seringa,saida,-7.15,Ann
2025-05-15,Moema,Seringa,saida,-7.39,Ann
2025-05-15,Moema,Seringa,saida,-7.00,Ann
2025-05-15,Moema,Seringa,saida,-7.40,Ann
2025-01-04,Santo Amaro,Medicamentos,saida,-13.52,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-15.07,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-14.61,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-13.10,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-13.76,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-13.84,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-15.03,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-14.91,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-14.83,Alice
2025-01-04,Santo Amaro,Medicamentos,saida,-13.20,Alice
2025-02-18,Santo Amaro,Esparadrapo,saida,-6.53,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-6.51,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-7.20,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-6.95,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-7.50,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-7.46,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-6.49,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-6.89,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-7.41,Kelly
2025-02-18,Santo Amaro,Esparadrapo,saida,-7.04,Kelly
2024-11-25,Moema,Gaze,saida,-4.29,William
2024-11-25,Moema,Gaze,saida,-4.31,William
2024-11-25,Moema,Gaze,saida,-3.85,William
2024-11-25,Moema,Gaze,saida,-4.10,William
2024-11-25,Moema,Gaze,saida,-3.93,William
2024-11-25,Moema,Gaze,saida,-4.22,William
2024-11-25,Moema,Gaze,saida,-3.97,William
2024-11-25,Moema,Gaze,saida,-4.10,William
2024-11-25,Moema,Gaze,saida,-4.09,William
2024-11-25,Moema,Gaze,saida,-3.79,William
2025-03-30,Santo Amaro,Medicamentos,entrada,507.92,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,495.73,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,521.29,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,485.40,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,503.81,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,530.78,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,470.59,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,506.62,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,493.69,Patrick
2025-03-30,Santo Amaro,Medicamentos,entrada,528.24,Patrick
2025-04-21,Morumbi,Seringa,saida,-7.39,Justin
2025-04-21,Morumbi,Seringa,saida,-6.65,Justin
2025-04-21,Morumbi,Seringa,saida,-7.20,Justin
2025-04-21,Morumbi,Seringa,saida,-6.87,Justin
2025-04-21,Morumbi,Seringa,saida,-6.64,Justin
2025-04-21,Morumbi,Seringa,saida,-7.20,Justin
2025-04-21,Morumbi,Seringa,saida,-6.93,Justin
2025-04-21,Morumbi,Seringa,saida,-7.03,Justin
2025-04-21,Morumbi,Seringa,saida,-7.13,Justin
2025-04-21,Morumbi,Seringa,saida,-6.59,Justin
2024-11-18,Moema,Medicamentos,saida,-19.03,Andrea
2024-11-18,Moema,Medicamentos,saida,-18.26,Andrea
2024-11-18,Moema,Medicamentos,saida,-17.86,Andrea
2024-11-18,Moema,Medicamentos,saida,-18.51,Andrea
2024-11-18,Moema,Medicamentos,saida,-18.99,Andrea
2024-11-18,Moema,Medicamentos,saida,-17.70,Andrea
2024-11-18,Moema,Medicamentos,saida,-17.79,Andrea
2024-11-18,Moema,Medicamentos,saida,-19.72,Andrea
2024-11-18,Moema,Medicamentos,saida,-20.25,Andrea
2024-11-18,Moema,Medicamentos,saida,-19.27,Andrea
2025-04-07,Santo Amaro,Seringa,saida,-13.94,Michael
2025-04-07,Santo Amaro,Seringa,saida,-12.26,Michael
2025-04-07,Santo Amaro,Seringa,saida,-13.37,Michael
2025-04-07,Santo Amaro,Seringa,saida,-13.07,Michael
2025-04-07,Santo Amaro,Seringa,saida,-12.82,Michael
2025-04-07,Santo Amaro,Seringa,saida,-12.39,Michael
2025-04-07,Santo Amaro,Seringa,saida,-13.97,Michael
2025-04-07,Santo Amaro,Seringa,saida,-12.70,Michael
2025-04-07,Santo Amaro,Seringa,saida,-12.46,Michael
2025-04-07,Santo Amaro,Seringa,saida,-13.37,Michael
2025-03-14,Santo Amaro,Tubo,saida,-9.50,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.21,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.22,Amy
2025-03-14,Santo Amaro,Tubo,saida,-8.43,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.44,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.15,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.32,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.65,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.45,Amy
2025-03-14,Santo Amaro,Tubo,saida,-9.69,Amy
2025-02-13,Morumbi,Seringa,saida,-19.45,Nathan
2025-02-13,Morumbi,Seringa,saida,-18.54,Nathan
2025-02-13,Morumbi,Seringa,saida,-20.23,Nathan
2025-02-13,Morumbi,Seringa,saida,-17.89,Nathan
2025-02-13,Morumbi,Seringa,saida,-19.90,Nathan
2025-02-13,Morumbi,Seringa,saida,-19.26,Nathan
2025-02-13,Morumbi,Seringa,saida,-19.52,Nathan
2025-02-13,Morumbi,Seringa,saida,-20.14,Nathan
2025-02-13,Morumbi,Seringa,saida,-19.62,Nathan
2025-02-13,Morumbi,Seringa,saida,-17.92,Nathan
2025-01-18,Moema,Esparadrapo,saida,-16.94,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-16.02,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-15.86,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-16.78,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-18.20,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-17.41,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-16.86,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-16.61,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-15.67,Kimberly
2025-01-18,Moema,Esparadrapo,saida,-17.19,Kimberly
2025-01-10,Moema,Gaze,saida,-17.30,Nicole
2025-01-10,Moema,Gaze,saida,-16.93,Nicole
2025-01-10,Moema,Gaze,saida,-17.95,Nicole
2025-01-10,Moema,Gaze,saida,-16.19,Nicole
2025-01-10,Moema,Gaze,saida,-17.68,Nicole
2025-01-10,Moema,Gaze,saida,-16.29,Nicole
2025-01-10,Moema,Gaze,saida,-17.44,Nicole
2025-01-10,Moema,Gaze,saida,-16.17,Nicole
2025-01-10,Moema,Gaze,saida,-16.27,Nicole
2025-01-10,Moema,Gaze,saida,-16.57,Nicole
2025-01-22,Santo Amaro,Seringa,saida,-18.29,John
2025-01-22,Santo Amaro,Seringa,saida,-17.11,John
2025-01-22,Santo Amaro,Seringa,saida,-18.80,John
2025-01-22,Santo Amaro,Seringa,saida,-17.39,John
2025-01-22,Santo Amaro,Seringa,saida,-18.78,John
2025-01-22,Santo Amaro,Seringa,saida,-19.36,John
2025-01-22,Santo Amaro,Seringa,saida,-17.37,John
2025-01-22,Santo Amaro,Seringa,saida,-17.14,John
2025-01-22,Santo Amaro,Seringa,saida,-18.25,John
2025-01-22,Santo Amaro,Seringa,saida,-17.21,John
2025-01-25,Santo Amaro,Tubo,entrada,320.11,Mason
2025-01-25,Santo Amaro,Tubo,entrada,297.68,Mason
2025-01-25,Santo Amaro,Tubo,entrada,286.52,Mason
2025-01-25,Santo Amaro,Tubo,entrada,294.92,Mason
2025-01-25,Santo Amaro,Tubo,entrada,309.76,Mason
2025-01-25,Santo Amaro,Tubo,entrada,282.90,Mason
2025-01-25,Santo Amaro,Tubo,entrada,320.36,Mason
2025-01-25,Santo Amaro,Tubo,entrada,326.73,Mason
2025-01-25,Santo Amaro,Tubo,entrada,310.51,Mason
2025-01-25,Santo Amaro,Tubo,entrada,289.70,Mason
2025-05-18,Santo Amaro,Seringa,saida,-18.41,Paul
2025-05-18,Santo Amaro,Seringa,saida,-19.71,Paul
2025-05-18,Santo Amaro,Seringa,saida,-18.67,Paul
2025-05-18,Santo Amaro,Seringa,saida,-18.80,Paul
2025-05-18,Santo Amaro,Seringa,saida,-17.62,Paul
2025-05-18,Santo Amaro,Seringa,saida,-18.31,Paul
2025-05-18,Santo Amaro,Seringa,saida,-18.79,Paul
2025-05-18,Santo Amaro,Seringa,saida,-19.54,Paul
2025-05-18,Santo Amaro,Seringa,saida,-18.87,Paul
2025-05-18,Santo Amaro,Seringa,saida,-18.32,Paul
2025-01-06,Morumbi,Seringa,saida,-8.27,Kevin
2025-01-06,Morumbi,Seringa,saida,-7.56,Kevin
2025-01-06,Morumbi,Seringa,saida,-7.72,Kevin
2025-01-06,Morumbi,Seringa,saida,-8.28,Kevin
2025-01-06,Morumbi,Seringa,saida,-8.42,Kevin
2025-01-06,Morumbi,Seringa,saida,-7.71,Kevin
2025-01-06,Morumbi,Seringa,saida,-7.75,Kevin
2025-01-06,Morumbi,Seringa,saida,-8.43,Kevin
2025-01-06,Morumbi,Seringa,saida,-8.04,Kevin
2025-01-06,Morumbi,Seringa,saida,-8.06,Kevin
2025-02-26,Moema,Seringa,saida,-17.43,Fernando
2025-02-26,Moema,Seringa,saida,-16.55,Fernando
2025-02-26,Moema,Seringa,saida,-16.98,Fernando
2025-02-26,Moema,Seringa,saida,-17.12,Fernando
2025-02-26,Moema,Seringa,saida,-16.04,Fernando
2025-02-26,Moema,Seringa,saida,-17.64,Fernando
2025-02-26,Moema,Seringa,saida,-17.17,Fernando
2025-02-26,Moema,Seringa,saida,-15.65,Fernando
2025-02-26,Moema,Seringa,saida,-17.30,Fernando
2025-02-26,Moema,Seringa,saida,-16.66,Fernando
2025-01-25,Morumbi,Tubo,saida,-10.68,Patrick
2025-01-25,Morumbi,Tubo,saida,-10.80,Patrick
2025-01-25,Morumbi,Tubo,saida,-11.45,Patrick
2025-01-25,Morumbi,Tubo,saida,-10.67,Patrick
2025-01-25,Morumbi,Tubo,saida,-11.44,Patrick
2025-01-25,Morumbi,Tubo,saida,-11.47,Patrick
2025-01-25,Morumbi,Tubo,saida,-10.24,Patrick
2025-01-25,Morumbi,Tubo,saida,-10.60,Patrick
2025-01-25,Morumbi,Tubo,saida,-10.92,Patrick
2025-01-25,Morumbi,Tubo,saida,-11.09,Patrick
2025-01-22,Morumbi,Tubo,saida,-2.02,William
2025-01-22,Morumbi,Tubo,saida,-1.94,William
2025-01-22,Morumbi,Tubo,saida,-2.08,William
2025-01-22,Morumbi,Tubo,saida,-1.94,William
2025-01-22,Morumbi,Tubo,saida,-1.89,William
2025-01-22,Morumbi,Tubo,saida,-2.09,William
2025-01-22,Morumbi,Tubo,saida,-1.89,William
2025-01-22,Morumbi,Tubo,saida,-2.08,William
2025-01-22,Morumbi,Tubo,saida,-1.96,William
2025-01-22,Morumbi,Tubo,saida,-2.14,William
2024-11-18,Santo Amaro,Medicamentos,saida,-15.93,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-14.50,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-14.64,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-15.82,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-16.12,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-16.02,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-14.47,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-15.43,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-14.58,Sarah
2024-11-18,Santo Amaro,Medicamentos,saida,-16.11,Sarah
2025-01-19,Moema,Medicamentos,saida,-3.17,Amber
